path,extension,logical_type,size_bytes,size_human
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_A(2006)7_ENG.pdf,pdf,PDF,107866,105.3KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_A(2006)5_REV1_ENG.pdf,pdf,PDF,136599,133.4KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_A(2006)6_ENG.pdf,pdf,PDF,114094,111.4KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_(2006)45_ENG.pdf,pdf,PDF,191888,187.4KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_(2006)37_REV1_ENG.pdf,pdf,PDF,156558,152.9KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_(2006)4_REV1_ENG.pdf,pdf,PDF,200037,195.3KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_(2006)55_ENG.pdf,pdf,PDF,172961,168.9KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_A(2006)8_ENG.pdf,pdf,PDF,155952,152.3KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_M(2006)5_ENG.pdf,pdf,PDF,150407,146.9KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_M(2006)4_ENG.pdf,pdf,PDF,204428,199.6KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_A(2006)10_ENG.pdf,pdf,PDF,231491,226.1KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_A(2006)4_REV1_ENG.pdf,pdf,PDF,136844,133.6KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_M(2006)1_ENG.pdf,pdf,PDF,235178,229.7KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_A(2006)9_ENG.pdf,pdf,PDF,112297,109.7KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_(2006)54_ENG.pdf,pdf,PDF,147463,144.0KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_M(2006)3_ENG.pdf,pdf,PDF,204261,199.5KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_A(2006)13_ENG.pdf,pdf,PDF,112288,109.7KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_A(2006)11_ENG.pdf,pdf,PDF,123224,120.3KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_A(2006)14_ENG.pdf,pdf,PDF,147362,143.9KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_(2006)3_REV1_ENG.pdf,pdf,PDF,159830,156.1KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_M(2006)2_ENG.pdf,pdf,PDF,313993,306.6KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0706_OECD 과학기술정책위원회(CSTP) 활동에 관한 조사(신태영)/위탁/OECD WPB 2006 주요자료.zip__extracted/DSTI_STP_BIO_(2006)60_REV1_ENG.pdf,pdf,PDF,282111,275.5KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0745_기초연구 진흥을 위한 이과대학 육성방안(조현대.이우성.김종영)/기초연구 진흥을 위한 이과대학 육성방안_이우성(최종보고서).zip__extracted/???ʿ??? ?????? ???? ?̰????? ????????_?̿켺(??????????).hwp,hwp,HWP/HWPX,8982016,8.6MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0745_기초연구 진흥을 위한 이과대학 육성방안(조현대.이우성.김종영)/기초연구 진흥을 위한 이과대학 육성방안_이우성(최종보고서).zip__extracted/???ʿ??? ?????? ???? ?̰????? ????????_?̿켺(??????????).pdf,pdf,PDF,4817542,4.6MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0724_포항나노기술집적센터 중장기 발전 방안 (이광호)/포항나노기술집적센터 중장기 발전 방안 _이광호(최종보고서).zip__extracted/???׳??????????????? ?????? ???? ???? _?̱?ȣ(??????????).pdf,pdf,PDF,1716380,1.6MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0724_포항나노기술집적센터 중장기 발전 방안 (이광호)/포항나노기술집적센터 중장기 발전 방안 _이광호(최종보고서).zip__extracted/???׳??????????????? ?????? ???? ???? _?̱?ȣ(??????????).HWP,hwp,HWP/HWPX,1150464,1.1MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0744_한국과학기술행정 40년간의 성과와 향후 발전방향에 관한 연구(황용수)/신정스캔9-8.sit__extracted/㣪㩁㣟㭬9-8/2.eps,eps,Image/Graphic,1779613,1.7MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0744_한국과학기술행정 40년간의 성과와 향후 발전방향에 관한 연구(황용수)/신정스캔9-8.sit__extracted/㣪㩁㣟㭬9-8/1.eps,eps,Image/Graphic,1755390,1.7MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0744_한국과학기술행정 40년간의 성과와 향후 발전방향에 관한 연구(황용수)/신정스캔9-8.sit__extracted/㣪㩁㣟㭬9-8/3.eps,eps,Image/Graphic,1802045,1.7MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0744_한국과학기술행정 40년간의 성과와 향후 발전방향에 관한 연구(황용수)/신정스캔9-8.sit__extracted/㣪㩁㣟㭬9-8/1.eps.rsrc,rsrc,Other/Unknown,137724,134.5KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0744_한국과학기술행정 40년간의 성과와 향후 발전방향에 관한 연구(황용수)/신정스캔9-8.sit__extracted/㣪㩁㣟㭬9-8/2.eps.rsrc,rsrc,Other/Unknown,125428,122.5KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0744_한국과학기술행정 40년간의 성과와 향후 발전방향에 관한 연구(황용수)/신정스캔9-8.sit__extracted/㣪㩁㣟㭬9-8/3.eps.rsrc,rsrc,Other/Unknown,127756,124.8KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/162.pdf,pdf,PDF,134250,131.1KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/051-100.pdf,pdf,PDF,2359422,2.3MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/?ϸ???-2.PDF,pdf,PDF,14734116,14.1MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/101-150.pdf,pdf,PDF,7010175,6.7MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/57-60.pdf,pdf,PDF,645022,629.9KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/89-92.pdf,pdf,PDF,330784,323.0KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/????.pdf,pdf,PDF,55633,54.3KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/151-200.pdf,pdf,PDF,1516971,1.4MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/201-238.pdf,pdf,PDF,4372511,4.2MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/001-050.pdf,pdf,PDF,672012,656.3KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/000-????.PDF,pdf,PDF,193154,188.6KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0713_한수원(주) 사내 기술지도(장진규)/I07-13-스태피-한수원(주) 사내기술지도-장진규/I07-13--한수원수탁과제PDF.zip__extracted/161-164.pdf,pdf,PDF,377938,369.1KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0730_정부연구개발사업의수익모델(임채윤)/정부연구개발사업의 수익모델 창출 방안에 관한 연구_임채윤(최종보고서).zip__extracted/???ο??????߻????? ???͸??? â?? ???ȿ? ???? ????_??ä??(??????????).pdf,pdf,PDF,1022024,998.1KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0730_정부연구개발사업의수익모델(임채윤)/정부연구개발사업의 수익모델 창출 방안에 관한 연구_임채윤(최종보고서).zip__extracted/???ο??????߻????? ???͸??? â?? ???ȿ? ???? ????_??ä??(??????????).hwp,hwp,HWP/HWPX,576000,562.5KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0741_분산분권2007-통합본(이정협)/원활한 전략거점 조성을 위한 산학연 연계 활성화 방안_이정협(최종보고서).zip__extracted/??Ȱ?? ???????? ?????? ???? ???п? ???? Ȱ??ȭ ????_??????(??????????-?ڷ???2).pdf,pdf,PDF,3531388,3.4MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0741_분산분권2007-통합본(이정협)/원활한 전략거점 조성을 위한 산학연 연계 활성화 방안_이정협(최종보고서).zip__extracted/??Ȱ?? ???????? ?????? ???? ???п? ???? Ȱ??ȭ ????_??????(??????????).pdf,pdf,PDF,9222378,8.8MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0741_분산분권2007-통합본(이정협)/원활한 전략거점 조성을 위한 산학연 연계 활성화 방안_이정협(최종보고서).zip__extracted/??Ȱ?? ???????? ?????? ???? ???п? ???? Ȱ??ȭ ????_??????(??????????-?ڷ???1).pdf,pdf,PDF,3736384,3.6MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0741_분산분권2007-통합본(이정협)/분산분권 3차.alz__extracted/지방분산·분권과 국토균형발전의 대응과제(III)-자료집2.pdf,pdf,PDF,3531388,3.4MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0741_분산분권2007-통합본(이정협)/분산분권 3차.alz__extracted/지방분산·분권과 국토균형발전의 대응과제(III)-자료집1.pdf,pdf,PDF,3736384,3.6MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0741_분산분권2007-통합본(이정협)/분산분권 3차.alz__extracted/지방분산·분권과 국토균형발전의 대응과제(III)-본보고서.pdf,pdf,PDF,9222378,8.8MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0729_산학협력 기술인력양성(엄미정)/산학협력 기술인력양성 우수모델 개발_엄미정(최종보고서).zip__extracted/???????? ?????η¾缺 ???????? ????_??????(??????????-3??).hwp,hwp,HWP/HWPX,479744,468.5KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0729_산학협력 기술인력양성(엄미정)/산학협력 기술인력양성 우수모델 개발_엄미정(최종보고서).zip__extracted/???????? ?????η¾缺 ???????? ????_??????(??????????-2??).hwp,hwp,HWP/HWPX,7284224,6.9MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0729_산학협력 기술인력양성(엄미정)/산학협력 기술인력양성 우수모델 개발_엄미정(최종보고서).zip__extracted/???????? ?????η¾缺 ???????? ????_??????(??????????-1??).hwp,hwp,HWP/HWPX,1209856,1.2MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0705_지방R&D예산의 현항(박동배)/지방 R&D 예산의 현황 분석 및 시사점 도출_박동배(최종보고서).zip__extracted/???? R&D ?????? ??Ȳ ?м? ?? ?û??? ????_?ڵ???(??????????).pdf,pdf,PDF,1006538,982.9KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0705_지방R&D예산의 현항(박동배)/지방 R&D 예산의 현황 분석 및 시사점 도출_박동배(최종보고서).zip__extracted/???? R&D ?????? ??Ȳ ?м? ?? ?û??? ????_?ڵ???(??????????).hwp,hwp,HWP/HWPX,3090432,2.9MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0731_국내국방기술(이재억)/국내 국방기술과 민수기술간의 상호 파급효과에 관한 실증분석_이재억(최종보고서).zip__extracted/???? ?????????? ?μ????????? ??ȣ ?ı?ȿ???? ???? ?????м?_??????(??????????).hwp,hwp,HWP/HWPX,3672576,3.5MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0731_국내국방기술(이재억)/국내 국방기술과 민수기술간의 상호 파급효과에 관한 실증분석_이재억(최종보고서).zip__extracted/???? ?????????? ?μ????????? ??ȣ ?ı?ȿ???? ???? ?????м?_??????(??????????).pdf,pdf,PDF,5188015,4.9MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0703_정부과학기술인력양성사업의 최근동향및 투자방향연구(박재민)/정부 과학기술인력 양성사업의 최근 동향 및 투자방향 분석_박재민(최종보고서).zip__extracted/???? ???б????η? ?缺?????? ?ֱ? ???? ?? ???ڹ??? ?м?_??????(??????????).pdf,pdf,PDF,2490630,2.4MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0703_정부과학기술인력양성사업의 최근동향및 투자방향연구(박재민)/정부 과학기술인력 양성사업의 최근 동향 및 투자방향 분석_박재민(최종보고서).zip__extracted/???? ???б????η? ?缺?????? ?ֱ? ???? ?? ???ڹ??? ?м?_??????(??????????).hwp,hwp,HWP/HWPX,1171456,1.1MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0703_정부과학기술인력양성사업의 최근동향및 투자방향연구(박재민)/정부 과학기술인력 양성사업의 최근 동향 및 투자방향 분석_박재민(최종보고서).zip__extracted/???? ???б????η? ?缺?????? ?ֱ? ???? ?? ???ڹ??? ?м?_??????(??????????-ǥ??).PDF,pdf,PDF,20888,20.4KB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0703_정부과학기술인력양성사업의 최근동향및 투자방향연구(박재민)/I07-03-정부 과학기술인력양성-박재민.zip__extracted/???? ???б????η¾缺?????? ?ֱ? ???? ?? ???ڹ??? ????.hwp,hwp,HWP/HWPX,1171456,1.1MB
5. 수탁연구/2007년 수탁과제 최종보고서(44건)/I-0703_정부과학기술인력양성사업의 최근동향및 투자방향연구(박재민)/I07-03-정부 과학기술인력양성-박재민.zip__extracted/???? ???б????η¾缺-??????.pdf,pdf,PDF,2490630,2.4MB
