source,format,sizeBytes,version,sections,pageCount,paraCount,textCharCount,title,warnings,error,exitClass,textCountError
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0109_충북 특성산업 육성을 위한 과학기술 진흥 5개년 게획 구상(이공래)/5.최종보고서(부록).hwp,hwp3,76186,3.0.0.0,1,28,696,31047,<참고문헌>,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0109_충북 특성산업 육성을 위한 과학기술 진흥 5개년 게획 구상(이공래)/요약.hwp,hwp3,73512,3.0.0.0,1,39,822,29949,￼￼,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0109_충북 특성산업 육성을 위한 과학기술 진흥 5개년 게획 구상(이공래)/충북 특성산업 육성을 위한 과학기술진흥 5개년 계획_이공래(최종보고서)/6.가로표(과학관).hwp,hwp3,38590,3.0.0.0,1,1,2,1655,기관명,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0109_충북 특성산업 육성을 위한 과학기술 진흥 5개년 게획 구상(이공래)/충북 특성산업 육성을 위한 과학기술진흥 5개년 계획_이공래(최종보고서)/충북 특성산업 육성을 위한 과학기술진흥 5개년 계획_이공래(최종보고서).hwp,hwp3,8432132,3.0.0.0,1,381,4908,327942,￼￼제  출  문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/다자간 과학기술협력 증진 방안_이명진(최종보고서)/다자간 과학기술협력 증진 방안_이명진(최종보고서-1).hwp,hwp3,42156,3.0.0.0,1,14,186,13939,제출문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/다자간 과학기술협력 증진 방안_이명진(최종보고서)/다자간 과학기술협력 증진 방안_이명진(최종보고서-2).hwp,hwp3,773495,3.0.0.0,1,162,1704,137649,￼제 1 장  서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/다자간 과학기술협력 증진 방안_이명진(최종보고서)/다자간 과학기술협력 증진 방안_이명진(최종보고서-간지).hwp,hwp3,26603,3.0.0.0,1,8,60,632,￼제1장  계획의 위상,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/다자간 과학기술협력 증진 방안_이명진(최종보고서)/다자간 과학기술협력 증진 방안_이명진(최종보고서-표지).hwp,hwp3,25395,3.0.0.0,1,2,65,519,정책연구 2000-09,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0112_대전지역특성을 살린 과학기술혁신 종합계획(송성수)/I01-12(요약).hwp,hwp3,49699,3.0.0.0,1,17,288,12586,요   약,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0112_대전지역특성을 살린 과학기술혁신 종합계획(송성수)/I01-12초록.hwp,hwp3,51138,3.0.0.0,1,18,312,12724,정책연구 2000-29,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0112_대전지역특성을 살린 과학기술혁신 종합계획(송성수)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서).hwp,hwp3,382981,3.0.0.0,1,159,2358,117419,정책연구 2000-29,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0112_대전지역특성을 살린 과학기술혁신 종합계획(송성수)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서)/대전지역 특성을 살린 과학기술혁신종합계획_송성수(최종보고서-표지).hwp,hwp3,46616,3.0.0.0,1,2,66,437,정책연구 2000-29,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0113_공공연구기관 연구성과의 효율적인 스핀오프 촉진방안(윤문섭)/I01-13(요약).hwp,hwp3,35615,3.0.0.0,1,6,63,7392,요  약  문￼,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0113_공공연구기관 연구성과의 효율적인 스핀오프 촉진방안(윤문섭)/I01-13초록.hwp,hwp3,41288,3.0.0.0,1,13,230,11321,공공연구기관 연구성과의,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0113_공공연구기관 연구성과의 효율적인 스핀오프 촉진방안(윤문섭)/공공연구기관 연구성과의 효율적인 스핀오프 촉진 방안_윤문섭(최종보고서)/공공연구기관 연구성과의 효율적인 스핀오프 촉진 방안_윤문섭(최종보고서).hwp,hwp3,594975,3.0.0.0,1,124,1493,122202,공공연구기관 연구성과의 스핀오프 촉진 방안,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14(97).hwp,hwp3,4994949,3.0.0.0,1,134,2268,141437,정책연구 2000-30,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14(요약).hwp,hwp3,150468,3.0.0.0,1,36,496,24886,울산광역시 지역특화 과학기술,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/I01-14초록.hwp,hwp3,60252,3.0.0.0,1,26,419,18985,정책연구 2000-30,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/목   차.hwp,hwp3,31952,3.0.0.0,1,5,139,3521,목   차,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산(신)234장.hwp,hwp3,5042133,3.0.0.0,1,187,2244,142224,제  출  문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산(신)요약-1장.hwp,hwp3,154864,3.0.0.0,1,40,620,28328,제  출  문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 1장.hwp,hwp3,122535,3.0.0.0,1,12,214,9336,￼￼,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 2장.hwp,hwp3,4438857,3.0.0.0,1,67,952,55919,￼￼제2장  울산광역시의 과학기술 및 산업기반 분석,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 3장.hwp,hwp3,418269,3.0.0.0,1,26,441,27701,￼￼,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-최종보고서 4장.hwp,hwp3,121921,3.0.0.0,1,34,677,31119,￼,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산-표지.hwp,hwp3,25065,3.0.0.0,1,2,66,443,정책연구 2000-30,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산광역시 지역특화 과학기술 기반구축에 관한 연구_고상원(최종보고서)/울산광역시 지역특화 과학기술 기반구축에 관한 연구_고상원(최종보고서).hwp,hwp5,5036544,5.0.0.3,1,188,2268,144305,정책연구 2000-30,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0115_우크라이나 과학기술정책 및 강점기술 조사분석 연구(I)(홍성범)/I01-15(요약).hwp,hwp3,38666,3.0.0.0,1,7,35,12303,요  약  문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0115_우크라이나 과학기술정책 및 강점기술 조사분석 연구(I)(홍성범)/I01-15초록.hwp,hwp3,43534,3.0.0.0,1,16,171,15454,우크라이나 과학기술정책 및,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0115_우크라이나 과학기술정책 및 강점기술 조사분석 연구(I)(홍성범)/우크라이나 과학기술정책 및 강점기술 조사분석 연구(I)_홍성범(최종보고서).hwp,hwp3,4105785,3.0.0.0,1,203,2300,169385,우크라이나 과학기술정책 및,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0116_국제 과학기술협력 기본계획 수립에 관한 연구(정성철)/I01-16.요약.hwp,hwp3,37356,3.0.0.0,1,11,165,9085,요약문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0116_국제 과학기술협력 기본계획 수립에 관한 연구(정성철)/I01-16초록.hwp,hwp3,44065,3.0.0.0,1,16,309,12999,정책연구 2000-14,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0116_국제 과학기술협력 기본계획 수립에 관한 연구(정성철)/국제 과학기술협력 기본계획 수립에 관한 연구_정성철(최종보고서)/국제 과학기술협력 기본계획 수립에 관한 연구_정성철(최종보고서).hwp,hwp3,220593,3.0.0.0,1,119,1736,76632,국제 과학기술 협력,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0117_지방자치단체 과학기술자문관 협의회 운영결과 보고 (이공래)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서-본문).hwp,hwp3,115475,3.0.0.0,1,54,411,42400,￼목   차,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0117_지방자치단체 과학기술자문관 협의회 운영결과 보고 (이공래)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서-제출문).hwp,hwp3,23599,3.0.0.0,1,1,24,259,제  출  문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0117_지방자치단체 과학기술자문관 협의회 운영결과 보고 (이공래)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서-표지).hwp,hwp3,25855,3.0.0.0,1,2,28,425,정,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0117_지방자치단체 과학기술자문관 협의회 운영결과 보고 (이공래)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서-차례).hwp,hwp3,79345,3.0.0.0,1,2,43,976,<제목차례>,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0118_민군겸용기술사업으 활성화 방안(홍성범)/민군겸용기술사업의 활성화 방안_홍성범(최종보고서)/민군겸용기술사업의 활성화 방안_홍성범(최종보고서-1).hwp,hwp3,86412,3.0.0.0,1,45,369,43147,민군겸용기술사업의 활성화 방안,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0118_민군겸용기술사업으 활성화 방안(홍성범)/민군겸용기술사업의 활성화 방안_홍성범(최종보고서)/민군겸용기술사업의 활성화 방안_홍성범(최종보고서-3).hwp,hwp3,13994733,3.0.0.0,1,16,161,9060,제 5 절  민군기술정보교류사업￼￼,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0118_민군겸용기술사업으 활성화 방안(홍성범)/민군겸용기술사업의 활성화 방안_홍성범(최종보고서)/민군겸용기술사업의 활성화 방안_홍성범(최종보고서-4).hwp,hwp3,10304877,3.0.0.0,1,14,117,8734,제7절종합,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0118_민군겸용기술사업으 활성화 방안(홍성범)/민군겸용기술사업의 활성화 방안_홍성범(최종보고서)/민군겸용기술사업의 활성화 방안_홍성범(최종보고서-5).hwp,hwp3,17128799,3.0.0.0,1,37,190,21907,￼￼제 4 장  민군겸용기술사업의 향후,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0120_경기도 과학기술발전 5개년 계획(임기철)/경기도 과학기술발전 5개년 계획수립_임기철(최종보고서)/경기도 과학기술발전 5개년 계획수립_임기철(최종보고서-1).hwp,hwp3,4908520,3.0.0.0,1,88,953,56418,제  출  문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0120_경기도 과학기술발전 5개년 계획(임기철)/경기도 과학기술발전 5개년 계획수립_임기철(최종보고서)/경기도 과학기술발전 5개년 계획수립_임기철(최종보고서-2).hwp,hwp3,5684821,3.0.0.0,1,165,1904,107461,￼￼제 5 장  경기도 주요3 클러스터의 혁신기반 분석,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/과학기술기본계획수립을 위한 기획연구_최영락(최종보고서).hwp,hwp3,338797,3.0.0.0,1,209,3303,130638,정책연구 2000-22,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/목   차.hwp,hwp3,31346,3.0.0.0,1,5,141,2771,￼￼목   차,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0121_과학기술기본계획수립을 위한 기획연구(최영락)/요  약  문.hwp,hwp3,77170,3.0.0.0,1,28,691,19258,정책연구 2000-22,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0126_신경제적 경제혁신 패러다임 변화와 기술혁신 정책방향(조현대)/I01-26초록.hwp,hwp3,48894,3.0.0.0,1,19,240,14984,정책연구 2000-17,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0126_신경제적 경제혁신 패러다임 변화와 기술혁신 정책방향(조현대)/New Economy의 부상과 기술혁신_조현대(최종보고서)/New Economy의 부상과 기술혁신_조현대(최종보고서-본문).hwp,hwp3,2840347,3.0.0.0,1,102,665,83153,￼제1장  서  론,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0126_신경제적 경제혁신 패러다임 변화와 기술혁신 정책방향(조현대)/New Economy의 부상과 기술혁신_조현대(최종보고서)/New Economy의 부상과 기술혁신_조현대(최종보고서-부록).hwp,hwp3,4346508,3.0.0.0,1,13,114,3412,<부록>,[],,,
40년 기관 생산 발간물/5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0126_신경제적 경제혁신 패러다임 변화와 기술혁신 정책방향(조현대)/New Economy의 부상과 기술혁신_조현대(최종보고서)/New Economy의 부상과 기술혁신_조현대(최종보고서-요약문).hwp,hwp3,45324,3.0.0.0,1,16,161,12957,요 약 문,[],,,
